parque,capacidade,nivel_trafego,dia,data,hora,dia_semana,entradas,saidas,ocupacao,fluxo_total,taxa_fluxo_hora
P046,98,Médio,38,2020-02-07,0,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,1,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,2,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,3,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,4,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,5,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,7,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,8,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,9,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,11,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,12,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,13,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,16,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,17,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,18,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,19,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,20,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,21,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,22,4,0,0,29,0,0.0
P046,98,Médio,38,2020-02-07,23,4,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,0,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,1,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,2,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,3,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,4,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,5,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,6,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,7,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,8,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,10,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,11,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,12,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,13,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,14,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,15,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,16,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,17,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,18,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,19,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,20,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,21,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,22,5,0,0,29,0,0.0
P046,98,Médio,39,2020-02-08,23,5,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,0,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,1,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,2,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,4,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,5,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,6,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,7,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,8,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,9,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,10,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,11,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,12,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,13,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,14,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,15,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,16,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,18,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,19,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,20,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,22,6,0,0,29,0,0.0
P046,98,Médio,40,2020-02-09,23,6,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,0,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,1,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,2,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,3,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,4,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,6,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,7,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,8,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,9,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,10,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,11,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,12,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,13,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,14,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,15,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,18,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,19,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,20,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,21,0,0,0,29,0,0.0
P046,98,Médio,41,2020-02-10,22,0,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,0,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,2,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,3,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,4,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,5,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,6,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,7,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,8,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,10,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,11,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,12,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,14,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,17,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,19,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,20,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,21,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,22,1,0,0,29,0,0.0
P046,98,Médio,42,2020-02-11,23,1,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,0,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,1,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,2,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,3,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,5,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,6,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,7,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,8,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,10,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,11,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,12,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,13,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,14,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,15,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,16,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,17,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,18,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,19,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,20,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,21,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,22,2,0,0,29,0,0.0
P046,98,Médio,43,2020-02-12,23,2,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,0,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,1,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,2,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,3,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,4,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,5,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,6,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,7,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,8,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,9,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,11,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,12,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,13,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,14,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,15,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,16,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,17,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,18,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,19,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,20,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,21,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,22,3,0,0,29,0,0.0
P046,98,Médio,44,2020-02-13,23,3,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,0,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,1,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,2,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,3,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,5,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,6,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,7,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,8,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,9,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,11,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,12,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,13,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,14,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,15,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,16,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,17,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,18,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,19,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,20,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,21,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,22,4,0,0,29,0,0.0
P046,98,Médio,45,2020-02-14,23,4,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,0,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,1,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,2,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,3,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,4,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,5,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,6,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,7,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,8,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,9,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,10,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,11,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,12,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,13,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,14,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,15,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,16,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,17,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,18,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,19,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,20,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,21,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,22,5,0,0,29,0,0.0
P046,98,Médio,46,2020-02-15,23,5,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,0,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,1,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,2,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,3,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,4,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,5,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,6,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,7,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,8,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,9,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,10,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,11,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,12,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,13,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,14,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,15,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,16,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,17,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,18,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,19,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,20,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,21,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,22,6,0,0,29,0,0.0
P046,98,Médio,47,2020-02-16,23,6,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,0,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,1,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,2,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,3,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,4,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,5,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,6,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,7,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,8,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,9,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,10,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,11,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,12,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,13,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,14,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,16,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,17,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,18,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,19,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,20,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,21,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,22,0,0,0,29,0,0.0
P046,98,Médio,48,2020-02-17,23,0,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,0,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,1,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,2,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,3,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,4,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,5,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,6,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,7,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,8,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,9,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,10,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,11,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,12,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,13,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,14,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,15,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,16,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,17,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,18,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,20,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,21,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,22,1,0,0,29,0,0.0
P046,98,Médio,49,2020-02-18,23,1,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,0,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,1,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,2,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,3,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,4,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,5,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,6,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,7,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,8,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,9,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,10,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,11,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,12,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,13,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,14,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,15,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,16,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,17,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,18,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,19,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,20,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,21,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,22,2,0,0,29,0,0.0
P046,98,Médio,50,2020-02-19,23,2,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,0,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,1,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,2,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,3,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,4,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,5,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,6,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,7,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,8,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,9,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,10,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,11,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,12,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,13,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,14,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,15,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,16,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,17,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,18,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,19,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,20,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,21,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,22,3,0,0,29,0,0.0
P046,98,Médio,51,2020-02-20,23,3,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,0,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,1,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,2,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,3,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,4,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,5,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,6,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,7,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,8,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,9,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,10,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,11,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,12,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,13,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,14,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,15,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,16,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,17,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,18,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,19,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,20,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,21,4,0,0,29,0,0.0
P046,98,Médio,52,2020-02-21,23,4,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,0,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,1,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,2,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,3,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,4,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,5,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,6,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,7,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,8,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,9,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,10,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,11,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,12,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,13,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,14,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,15,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,16,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,17,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,18,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,19,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,20,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,21,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,22,5,0,0,29,0,0.0
P046,98,Médio,53,2020-02-22,23,5,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,0,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,1,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,2,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,3,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,4,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,5,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,6,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,7,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,8,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,9,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,10,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,11,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,12,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,13,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,14,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,15,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,16,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,17,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,18,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,19,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,20,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,21,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,22,6,0,0,29,0,0.0
P046,98,Médio,54,2020-02-23,23,6,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,0,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,1,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,2,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,3,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,4,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,5,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,6,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,7,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,8,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,9,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,10,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,11,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,12,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,13,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,14,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,15,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,16,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,17,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,18,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,19,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,20,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,21,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,22,0,0,0,29,0,0.0
P046,98,Médio,55,2020-02-24,23,0,0,0,29,0,0.0
P046,98,Médio,56,2020-02-25,0,1,0,0,29,0,0.0
P046,98,Médio,56,2020-02-25,1,1,0,0,29,0,0.0
P046,98,Médio,56,2020-02-25,2,1,0,0,29,0,0.0
